,Parcel ID,Address,sale_date,year,month,year-month,sale_price,yr_built,square_feet,price_sf,GEOID,Sub_geo,geometry
12576,1280250112,5555 CHRISTI DR,11/27/19,2019,11,2019-11,193000,1996,1764,109.4104308,13097080508,Douglasville,POINT (-84.7567317 33.709408)
12580,130150277,9720 COBBLE CREEK DR,11/26/19,2019,11,2019-11,199000,1997,1981,100.454316,13097080508,Douglasville,POINT (-84.7506327 33.7192743)
12591,110150228,3550 ARBROATH DR,11/25/19,2019,11,2019-11,235000,2004,2882,81.54059681,13097080508,Douglasville,POINT (-84.7459815 33.7096707)
12593,130150219,6814 ROBINWOOD TRL,11/25/19,2019,11,2019-11,232500,1994,2088,111.3505747,13097080508,Douglasville,POINT (-84.7524074 33.7195019)
12599,130150271,9733 COBBLE CREEK DR,11/22/19,2019,11,2019-11,284000,1996,3344,84.92822967,13097080508,Douglasville,POINT (-84.752081 33.7186172)
12626,240150160,6856 CREEKWOOD DR,11/19/19,2019,11,2019-11,275000,1986,2122,129.594722,13097080508,Douglasville,POINT (-84.7398609 33.7214295)
12695,240150137,8611 CREEKVIEW CT,8/24/18,2018,8,2018-8,176000,1986,1920,91.66666667,13097080508,Douglasville,POINT (-84.7432885 33.7206607)
12703,240150165,8605 STONE CREEK CT,8/8/18,2018,8,2018-8,214900,1987,1766,121.6874292,13097080508,Douglasville,POINT (-84.7411259 33.7212655)
12734,1280250072,4069 CHEOAH DR,8/29/18,2018,8,2018-8,132000,1971,1229,107.4043938,13097080508,Douglasville,POINT (-84.7623406 33.7084043)
12755,120150250,5263 INVERNESS CT,8/13/18,2018,8,2018-8,230000,2005,2785,82.58527828,13097080508,Douglasville,POINT (-84.7483842 33.7119419)
12768,130150003,6834 SPRINGWOOD DR,8/7/18,2018,8,2018-8,99000,1975,1418,69.81664316,13097080508,Douglasville,POINT (-84.754794 33.7249808)
12777,130150200,9660 SQUIRREL WOOD RUN,8/20/18,2018,8,2018-8,156000,1989,2180,71.55963303,13097080508,Douglasville,POINT (-84.7545084 33.7210062)
12778,1290250230,6920 FOX HUNT CIR W,8/1/18,2018,8,2018-8,183000,1992,2081,87.93849111,13097080508,Douglasville,POINT (-84.7554706 33.720188)
12802,1280250248,5880 GARDEN CIR,8/31/18,2018,8,2018-8,193000,2017,2072,93.14671815,13097080508,Douglasville,POINT (-84.7599304 33.7124415)
12812,120150143,9917 SILVER LEAF CT,8/31/18,2018,8,2018-8,219000,2005,1551,141.1992263,13097080508,Douglasville,POINT (-84.7503154 33.7142559)
12818,1280250231,5710 GARDEN CIR,8/31/18,2018,8,2018-8,191500,2005,1932,99.12008282,13097080508,Douglasville,POINT (-84.7594705 33.7134628)
12829,0013015A005,6836 S LAKEWOOD TER,8/29/18,2018,8,2018-8,88800,1987,1382,64.25470333,13097080508,Douglasville,POINT (-84.7511293 33.7259297)
12832,130150079,9770 GREENSIDE WAY,8/28/18,2018,8,2018-8,174000,1976,1567,111.0402042,13097080508,Douglasville,POINT (-84.7495311 33.7183566)
12864,110150147,3519 COVE TER,8/22/18,2018,8,2018-8,160500,1976,1652,97.15496368,13097080508,Douglasville,POINT (-84.7537945 33.7098932)
12886,130150238,9712 SQUIRREL WOOD RUN,8/17/18,2018,8,2018-8,208000,1994,2093,99.37888199,13097080508,Douglasville,POINT (-84.7512434 33.7216092)
12901,240150170,8615 STONE CREEK CT,8/15/18,2018,8,2018-8,200000,1987,1910,104.7120419,13097080508,Douglasville,POINT (-84.7421052 33.7201315)
12905,120150186,9785 WHITETAIL RD,8/15/18,2018,8,2018-8,220000,1998,1600,137.5,13097080508,Douglasville,POINT (-84.7546716 33.7178779)
12948,240150071,4926 REVERE CT,8/1/18,2018,8,2018-8,160000,1981,1554,102.960103,13097080508,Douglasville,POINT (-84.7368412 33.7251328)
13006,250150129,3415 ARBROATH DR,4/20/23,2023,4,2023-4,257000,2004,2197,116.9776969,13097080508,Douglasville,POINT (-84.7450022 33.7121549)
13076,240150243,6475 BLUE CREEK CT,4/3/23,2023,4,2023-4,375000,1988,2067,181.4223512,13097080508,Douglasville,POINT (-84.7426152 33.722744)
13122,120150042,6739 VALLEY CT,3/24/23,2023,3,2023-3,350000,1977,1607,217.7971375,13097080508,Douglasville,POINT (-84.7510815 33.7167676)
13142,1290250219,9621 FOX HUNT CIR W,3/17/23,2023,3,2023-3,325000,1989,1768,183.8235294,13097080508,Douglasville,POINT (-84.7569561 33.7198907)
13167,1290250183,9633 SQUIRREL WOOD RUN,3/10/23,2023,3,2023-3,250000,1989,2083,120.0192031,13097080508,Douglasville,POINT (-84.7555283 33.7214414)
13168,240150137,8611 CREEKVIEW CT,3/10/23,2023,3,2023-3,282000,1986,1920,146.875,13097080508,Douglasville,POINT (-84.7432885 33.7206607)
13207,130150162,6823 WOODCREEK LN,1/20/21,2021,1,2021-1,247000,1983,1940,127.3195876,13097080508,Douglasville,POINT (-84.7463919 33.721922)
13214,1290250165,5753 WENONA ST,2/17/21,2021,2,2021-2,189900,1969,1513,125.5122274,13097080508,Douglasville,POINT (-84.7635235 33.7163367)
13226,120150129,6566 OAKWOOD DR,2/1/21,2021,2,2021-2,245000,1978,1506,162.6826029,13097080508,Douglasville,POINT (-84.7463079 33.7143442)
13240,1280250124,3609 VICKI LN,2/18/21,2021,2,2021-2,158000,1973,1417,111.5031757,13097080508,Douglasville,POINT (-84.75973 33.7080761)
13251,130150007,9439 CEDAR CREEK PL,2/11/21,2021,2,2021-2,107000,1984,1350,79.25925926,13097080508,Douglasville,POINT (-84.7543044 33.7259615)
13326,240150164,8603 STONE CREEK CT,2/25/21,2021,2,2021-2,210000,1987,1964,106.9246436,13097080508,Douglasville,POINT (-84.7410034 33.7215216)
13342,1280250228,5680 GARDEN CIR,2/24/21,2021,2,2021-2,253000,2005,2156,117.3469388,13097080508,Douglasville,POINT (-84.7591433 33.7134515)
13351,1280250001,3886 LAUADA DR,2/23/21,2021,2,2021-2,216000,1972,1229,175.7526444,13097080508,Douglasville,POINT (-84.7646452 33.7134883)
13420,1290250049,5505 WOODLAND DR,2/11/21,2021,2,2021-2,127775,1970,1684,75.87589074,13097080508,Douglasville,POINT (-84.7552835 33.7182522)
13440,240150037,3023 ROLLING GREEN RDG,2/5/21,2021,2,2021-2,208000,1978,1456,142.8571429,13097080508,Douglasville,POINT (-84.738147 33.7235773)
13456,120150188,9774 WHITETAIL RD,1/29/21,2021,1,2021-1,274000,1998,1842,148.7513572,13097080508,Douglasville,POINT (-84.7538149 33.7180593)
13469,130150034,6791 E WOODRIDGE PL,1/29/21,2021,1,2021-1,195000,1976,1488,131.0483871,13097080508,Douglasville,POINT (-84.7520198 33.7229037)
13488,1270250101,3398 MELONY LN,1/28/21,2021,1,2021-1,247900,1973,1655,149.7885196,13097080508,Douglasville,POINT (-84.765461 33.7131744)
13522,240150155,6866 CREEKWOOD DR,1/21/21,2021,1,2021-1,310000,1986,1820,170.3296703,13097080508,Douglasville,POINT (-84.7381878 33.7212277)
13598,1290250219,9621 FOX HUNT CIR W,5/26/22,2022,5,2022-5,310000,1989,1768,175.3393665,13097080508,Douglasville,POINT (-84.7569561 33.7198907)
13647,130150031,6781 E WOODRIDGE PL,5/26/22,2022,5,2022-5,297000,1976,1934,153.5677353,13097080508,Douglasville,POINT (-84.7511223 33.7231705)
13683,120150117,6700 LIVE OAK LN,5/20/22,2022,5,2022-5,315000,1978,1744,180.6192661,13097080508,Douglasville,POINT (-84.7493096 33.7150224)
13765,1290250067,5611 RICHLAND DR,5/10/22,2022,5,2022-5,356100,1971,2064,172.5290698,13097080508,Douglasville,POINT (-84.7586694 33.7170457)
13818,1290250042,5566 WOODLAND DR,5/3/22,2022,5,2022-5,265000,1971,2046,129.5210166,13097080508,Douglasville,POINT (-84.7572824 33.7188159)
13820,240150027,4975 HERITAGE VALLEY DR,5/2/22,2022,5,2022-5,275100,1978,1556,176.7994859,13097080508,Douglasville,POINT (-84.7385347 33.7228318)
32,1250250165,6560 WILLOW CT,11/19/20,2020,11,2020-11,173000,1981,1048,165.0763359,13097080305,Douglasville,POINT (-84.7408105 33.7668612)
66,5461820032,873 DERDEN CT,11/6/20,2020,11,2020-11,231900,2006,3022,76.73726009,13097080305,Douglasville,POINT (-84.722883 33.7830396)
67,7040130023,6473 SNOWBIRD LN,11/9/20,2020,11,2020-11,85150,2003,1404,60.64814815,13097080305,Douglasville,POINT (-84.7446588 33.7689529)
129,200150138,6425 E STRICKLAND ST,11/16/20,2020,11,2020-11,291500,1935,3095,94.18416801,13097080305,Douglasville,POINT (-84.7411207 33.7549686)
141,7370130096,6570 SNOWBIRD LN,11/13/20,2020,11,2020-11,178000,2004,1200,148.3333333,13097080305,Douglasville,POINT (-84.7420236 33.7660995)
213,6451820057,7258 BRITTANY WAY,4/7/22,2022,4,2022-4,192700,2002,1228,156.9218241,13097080305,Douglasville,POINT (-84.7338825 33.7755669)
262,7401820082,6393 HARVESTER CIR,4/28/22,2022,4,2022-4,220000,2002,1300,169.2307692,13097080305,Douglasville,POINT (-84.7396569 33.7647367)
263,0017015D010,6658 RIDGE AVE,4/28/22,2022,4,2022-4,130000,1983,1026,126.705653,13097080305,Douglasville,POINT (-84.7477586 33.75328)
268,6451820017,7365 HUNTERS RIDGE DR,4/27/22,2022,4,2022-4,268000,1991,1431,187.2816212,13097080305,Douglasville,POINT (-84.7368004 33.7766268)
374,6461820026,6305 HOLBORNE LN,4/13/22,2022,4,2022-4,270000,1991,1266,213.2701422,13097080305,Douglasville,POINT (-84.7373921 33.7752812)
410,7040130061,6486 SNOWBIRD LN,4/8/22,2022,4,2022-4,200000,2004,1577,126.8230818,13097080305,Douglasville,POINT (-84.7440715 33.7693572)
450,6451820024,7380 HUNTERS RIDGE DR,4/1/22,2022,4,2022-4,272960,1994,1179,231.5182358,13097080305,Douglasville,POINT (-84.7359434 33.7761551)
477,7401820070,6345 NEW GATE DR,7/12/21,2021,7,2021-7,244000,2002,1268,192.4290221,13097080305,Douglasville,POINT (-84.7384735 33.7624231)
481,5451820021,4604 REMINISCE WAY,7/23/21,2021,7,2021-7,300000,2006,1574,190.5972046,13097080305,Douglasville,POINT (-84.717209 33.7826667)
601,7370130082,7843 TETON TRL,7/27/21,2021,7,2021-7,240000,2003,1188,202.020202,13097080305,Douglasville,POINT (-84.7430437 33.7685801)
612,7040130089,7712 AUTRY CIR 401,7/26/21,2021,7,2021-7,126000,2005,1530,82.35294118,13097080305,Douglasville,POINT (-84.7421071 33.7696735)
624,6421820001,1070 HUEY RD,7/23/21,2021,7,2021-7,245000,1958,1092,224.3589744,13097080305,Douglasville,POINT (-84.722183 33.776423)
665,7020130005,1198 HWY 92 - DALLAS HWY,11/20/18,2018,11,2018-11,144200,1971,1300,110.9230769,13097080305,Douglasville,POINT (-84.74679959 33.77262213)
766,5461820014,4811 CRINKLEPOINT CT,3/11/20,2020,3,2020-3,220000,2006,3118,70.55805003,13097080305,Douglasville,POINT (-84.7241892 33.7813983)
767,0017015D008,8338 HWY 92 - DALLAS HWY,3/13/20,2020,3,2020-3,148500,1920,928,160.0215517,13097080305,Douglasville,POINT (-84.7479869 33.7529876)
769,200150316,8228 EUNICE ST,3/20/20,2020,3,2020-3,175000,2001,1256,139.3312102,13097080305,Douglasville,POINT (-84.7424724 33.7561948)
794,0017015C008,8212 MALONE ST,3/12/20,2020,3,2020-3,168500,1916,2578,65.36074476,13097080305,Douglasville,POINT (-84.7466955 33.7560914)
804,8261820012,6168 ELLIS ST,3/10/20,2020,3,2020-3,100000,1957,1439,69.49270327,13097080305,Douglasville,POINT (-84.7340661 33.760538)
809,6471820046,6316 WELLINGTON CT,3/30/20,2020,3,2020-3,181000,1998,1262,143.4231379,13097080305,Douglasville,POINT (-84.7382894 33.7731108)
812,6370130021,6561 BLUFFVIEW DR,3/10/20,2020,3,2020-3,274295,2019,2198,124.7929936,13097080305,Douglasville,POINT (-84.7424316 33.7771275)
836,6441820086,1202 GROVE TRAIL PASS,4/14/20,2020,4,2020-4,125000,2002,1250,100.0,13097080305,Douglasville,POINT (-84.7310461 33.773553)
846,5451820011,830 TERRACE MILL DR,3/4/20,2020,3,2020-3,196000,2005,1474,132.9715061,13097080305,Douglasville,POINT (-84.7166375 33.7829469)
888,5511820057,7366 STONE BLUFF DR,4/29/20,2020,4,2020-4,260000,2019,2268,114.638448,13097080305,Douglasville,POINT (-84.7410034 33.778938)
922,5521820071,6295 HAMPSTEAD LN,4/21/20,2020,4,2020-4,185000,2001,1389,133.1893449,13097080305,Douglasville,POINT (-84.7344742 33.7781379)
927,7411820071,7889 MULBERRY WAY,4/20/20,2020,4,2020-4,169900,2002,1346,126.2258544,13097080305,Douglasville,POINT (-84.7370044 33.7628829)
972,7370130014,6671 BRECKENRIDGE DR,4/9/20,2020,4,2020-4,141342,2002,1551,91.12959381,13097080305,Douglasville,POINT (-84.7455326 33.7670756)
978,6370130048,7374 STONE BLUFF DR,4/8/20,2020,4,2020-4,271485,2019,2226,121.9609164,13097080305,Douglasville,POINT (-84.7419012 33.7788021)
1006,5511820055,7370 STONE BLUFF DR,3/31/20,2020,3,2020-3,303095,2019,2962,102.327819,13097080305,Douglasville,POINT (-84.7414523 33.7789571)
1009,6471820014,6401 LINECREST DR,3/31/20,2020,3,2020-3,154000,1989,1188,129.6296296,13097080305,Douglasville,POINT (-84.7404322 33.7704711)
1028,7040130140,7712 AUTRY CIR 604,3/30/20,2020,3,2020-3,85000,2006,1128,75.35460993,13097080305,Douglasville,POINT (-84.7430597 33.7704754)
1101,5461820040,4860 CRINKLEPOINT CT,3/18/20,2020,3,2020-3,214000,2007,3362,63.65258775,13097080305,Douglasville,POINT (-84.7239239 33.7824531)
1106,200150090,8247 EUNICE ST,3/17/20,2020,3,2020-3,72000,1946,1555,46.3022508,13097080305,Douglasville,POINT (-84.742726 33.7552522)
1178,5521820047,7208 BRITTANY WAY,3/2/20,2020,3,2020-3,179000,2001,1350,132.5925926,13097080305,Douglasville,POINT (-84.7360556 33.7800367)
1192,7370130080,6687 BRECKENRIDGE DR,12/14/21,2021,12,2021-12,255000,2003,1360,187.5,13097080305,Douglasville,POINT (-84.7440964 33.7670244)
1251,7401820042,6398 HARVESTER CIR,12/3/21,2021,12,2021-12,230100,2002,1114,206.5529623,13097080305,Douglasville,POINT (-84.7400649 33.7641882)
1252,7401820035,6412 HARVESTER CIR,12/3/21,2021,12,2021-12,235100,2002,1186,198.2293423,13097080305,Douglasville,POINT (-84.7397385 33.7627816)
1286,7040130171,7712 AUTRY CIR 712,12/30/21,2021,12,2021-12,152000,2007,1140,133.3333333,13097080305,Douglasville,POINT (-84.7439088 33.770419)
1291,4581820013,4405 HIDDEN BRANCH DR,12/30/21,2021,12,2021-12,159000,1969,1150,138.2608696,13097080305,Douglasville,POINT (-84.7159844 33.7850947)
1384,7040130100,7712 AUTRY CIR 204,12/14/21,2021,12,2021-12,139146,2006,1576,88.29060914,13097080305,Douglasville,POINT (-84.7436467 33.769755)
1420,7040130156,7712 AUTRY CIR 628,12/8/21,2021,12,2021-12,152000,2006,1503,101.1310712,13097080305,Douglasville,POINT (-84.7427436 33.7704183)
1475,7411820048,6213 KIRKWOOD PL,7/14/22,2022,7,2022-7,247800,2000,1275,194.3529412,13097080305,Douglasville,POINT (-84.7361066 33.7654125)
1477,5521820005,7290 HUNTERS RIDGE DR,7/7/22,2022,7,2022-7,305000,2000,1202,253.7437604,13097080305,Douglasville,POINT (-84.7372084 33.7784719)
1509,6491820027,1260 AUGUSTA WOODS DR,7/27/22,2022,7,2022-7,330000,2002,1385,238.267148,13097080305,Douglasville,POINT (-84.7316583 33.7726217)
1510,5511820061,7358 STONE BLUFF DR,7/27/22,2022,7,2022-7,389900,2019,2382,163.6859782,13097080305,Douglasville,POINT (-84.7401873 33.7792514)
1513,6461820087,6410 HILLVIEW LN,7/27/22,2022,7,2022-7,355000,1999,1524,232.9396325,13097080305,Douglasville,POINT (-84.7407178 33.774313)
1552,5561820019,4417 MARONEY MILL RD,7/20/22,2022,7,2022-7,183000,1972,1431,127.8825996,13097080305,Douglasville,POINT (-84.7166784 33.779511)
1576,6441820083,1155 AUGUSTA WOODS DR,7/15/22,2022,7,2022-7,315000,2002,1584,198.8636364,13097080305,Douglasville,POINT (-84.7307196 33.7741919)
1593,200150142,6543 BAY ST,7/14/22,2022,7,2022-7,130000,1964,1232,105.5194805,13097080305,Douglasville,POINT (-84.7444718 33.7571939)
1698,7040130031,6489 SNOWBIRD LN,8/6/19,2019,8,2019-8,107000,2003,1576,67.89340102,13097080305,Douglasville,POINT (-84.7440446 33.7689214)
1735,5441820037,4378 BRIDGER WAY,8/28/19,2019,8,2019-8,170000,1987,1182,143.8240271,13097080305,Douglasville,POINT (-84.7151679 33.782623)
1747,5441820042,831 DONNER CT,8/30/19,2019,8,2019-8,105500,1988,1182,89.25549915,13097080305,Douglasville,POINT (-84.7157394 33.7831696)
1830,7370130010,6663 BRECKENRIDGE DR,8/20/19,2019,8,2019-8,162500,2002,1184,137.2466216,13097080305,Douglasville,POINT (-84.7457367 33.7676936)
1839,5441820045,861 DONNER CT,8/19/19,2019,8,2019-8,160000,1988,1182,135.3637902,13097080305,Douglasville,POINT (-84.7156986 33.7823846)
1901,5531820011,950 AUGUSTA WOODS DR,8/6/19,2019,8,2019-8,175000,2003,1584,110.479798,13097080305,Douglasville,POINT (-84.7326582 33.7779518)
1902,6491820003,1312 HUEY RD,8/6/19,2019,8,2019-8,30000,1963,594,50.50505051,13097080305,Douglasville,POINT (-84.7326378 33.7700522)
1916,7411820007,7813 CAMBRIDGE DR,8/2/19,2019,8,2019-8,139900,2001,976,143.3401639,13097080305,Douglasville,POINT (-84.734311 33.7650314)
1951,200150162,8182 CAMP ST,4/9/21,2021,4,2021-4,77000,1938,1155,66.66666667,13097080305,Douglasville,POINT (-84.7411259 33.7569211)
1980,7370130125,6549 SNOWBIRD LN,4/6/21,2021,4,2021-4,190000,2003,1552,122.4226804,13097080305,Douglasville,POINT (-84.7424843 33.7678212)
1995,6370130070,6580 BLUFFVIEW DR,4/30/21,2021,4,2021-4,281995,2018,2682,105.1435496,13097080305,Douglasville,POINT (-84.7447574 33.7765736)
2003,6491820006,1310 PIRKLE RD,4/30/21,2021,4,2021-4,186000,1958,1519,122.4489796,13097080305,Douglasville,POINT (-84.7321684 33.7700975)
2014,6431820001,1156 HUEY RD,4/29/21,2021,4,2021-4,202000,1973,2237,90.29950827,13097080305,Douglasville,POINT (-84.7259851 33.7742947)
2029,200150139,6417 E STRICKLAND ST,4/28/21,2021,4,2021-4,280000,1904,1764,158.7301587,13097080305,Douglasville,POINT (-84.7408402 33.7550372)
2077,7040130034,6495 SNOWBIRD LN,4/21/21,2021,4,2021-4,130000,2004,1577,82.43500317,13097080305,Douglasville,POINT (-84.7437209 33.7689541)
2138,0017015C005,8101 MALONE ST,4/12/21,2021,4,2021-4,95000,1964,1351,70.31828275,13097080305,Douglasville,POINT (-84.7479807 33.7590405)
2149,5521820074,6252 BRADFORD CT,4/12/21,2021,4,2021-4,195000,2001,1364,142.9618768,13097080305,Douglasville,POINT (-84.7348047 33.7777159)
2228,5521820005,7290 HUNTERS RIDGE DR,8/20/20,2020,8,2020-8,187500,2000,1202,155.9900166,13097080305,Douglasville,POINT (-84.7372084 33.7784719)
2248,6451820012,7420 BRISTOL CIR,8/4/20,2020,8,2020-8,170000,2002,1245,136.5461847,13097080305,Douglasville,POINT (-84.7371268 33.7759879)
2258,5461820010,4771 CRINKLEPOINT CT,7/8/20,2020,7,2020-7,221000,2006,3055,72.34042553,13097080305,Douglasville,POINT (-84.7231075 33.7814609)
2273,200150140,6405 E STRICKLAND ST,7/17/20,2020,7,2020-7,95000,1920,2016,47.12301587,13097080305,Douglasville,POINT (-84.7405546 33.7551557)
2285,6451820040,6220 GROVENER AVE,7/24/20,2020,7,2020-7,127000,1991,1398,90.84406295,13097080305,Douglasville,POINT (-84.7351344 33.774636)
2294,7040130110,7712 AUTRY CIR 304,7/14/20,2020,7,2020-7,82500,2004,1540,53.57142857,13097080305,Douglasville,POINT (-84.7428785 33.7697397)
2325,0017015D002,8344 MALONE ST,8/28/20,2020,8,2020-8,204000,1926,1824,111.8421053,13097080305,Douglasville,POINT (-84.7462671 33.7529173)
2409,7370130051,6609 KILLINGTON CT,8/14/20,2020,8,2020-8,169800,2003,1320,128.6363636,13097080305,Douglasville,POINT (-84.7432885 33.7675025)
2496,5560130006,5242 MARONEY MILL RD,7/30/20,2020,7,2020-7,315000,1999,2254,139.7515528,13097080305,Douglasville,POINT (-84.7437781 33.7844084)
2504,6481820009,6294 WELLINGTON CT,7/29/20,2020,7,2020-7,191500,1999,1206,158.7893864,13097080305,Douglasville,POINT (-84.7370044 33.773067)
2540,6461820024,7425 BRISTOL CIR,7/20/20,2020,7,2020-7,175000,1992,1228,142.5081433,13097080305,Douglasville,POINT (-84.7376286 33.7762702)
2564,5521820017,6290 HAMPSTEAD LN,7/17/20,2020,7,2020-7,160500,2000,1364,117.6686217,13097080305,Douglasville,POINT (-84.7352826 33.7783058)
2565,7370130063,6614 KILLINGTON CT,7/17/20,2020,7,2020-7,177500,2003,1552,114.3685567,13097080305,Douglasville,POINT (-84.7427784 33.7669803)
2634,4541820007,700 PRICKETT RD,7/2/20,2020,7,2020-7,360000,2001,2097,171.6738197,13097080305,Douglasville,POINT (-84.7304543 33.7874311)
2663,5521820037,7211 BRITTANY WAY,5/21/21,2021,5,2021-5,223000,2001,1466,152.1145975,13097080305,Douglasville,POINT (-84.7359026 33.7796348)
2674,7370130005,6653 BRECKENRIDGE DR,5/3/21,2021,5,2021-5,180000,2002,1552,115.9793814,13097080305,Douglasville,POINT (-84.7457163 33.7684979)
2720,6370130007,6589 BLUFFVIEW DR,5/28/21,2021,5,2021-5,305000,2019,2424,125.8250825,13097080305,Douglasville,POINT (-84.7451246 33.7761976)
2730,5511820014,6319 HILLVIEW LN,5/27/21,2021,5,2021-5,235000,1994,1343,174.981385,13097080305,Douglasville,POINT (-84.7377797 33.7775824)
2731,7040130137,7712 AUTRY CIR 601,5/27/21,2021,5,2021-5,100000,2006,1140,87.71929825,13097080305,Douglasville,POINT (-84.7432176 33.7704765)
2755,7401820052,6311 NEW GATE DR,5/25/21,2021,5,2021-5,78000,2002,1155,67.53246753,13097080305,Douglasville,POINT (-84.7388815 33.7657047)
2756,7401820052,6311 NEW GATE DR,5/25/21,2021,5,2021-5,145000,2002,1155,125.5411255,13097080305,Douglasville,POINT (-84.7388815 33.7657047)
2761,5561820006,4466 MARONEY MILL RD,5/25/21,2021,5,2021-5,134600,1972,1730,77.80346821,13097080305,Douglasville,POINT (-84.7183521 33.779452)
2823,5441820040,818 DONNER CT,5/14/21,2021,5,2021-5,195000,1988,1209,161.2903226,13097080305,Douglasville,POINT (-84.7154026 33.7836012)
2841,7450130004,8006 CONE ST,5/13/21,2021,5,2021-5,237500,1968,2200,107.9545455,13097080305,Douglasville,POINT (-84.7453082 33.7609945)
2964,7370130113,7847 TETON TRL,3/25/19,2019,3,2019-3,160000,2003,1372,116.6180758,13097080305,Douglasville,POINT (-84.7426356 33.7685628)
2970,6370130066,7407 STONE BLUFF DR,3/18/19,2019,3,2019-3,235850,2018,2262,104.2661362,13097080305,Douglasville,POINT (-84.7437781 33.7767061)
2973,7040130163,7712 AUTRY CIR 107,3/15/19,2019,3,2019-3,90000,2006,1500,60.0,13097080305,Douglasville,POINT (-84.7441365 33.7697573)
2986,7391820050,7715 OAKVALE DR,3/26/19,2019,3,2019-3,143000,1987,1204,118.7707641,13097080305,Douglasville,POINT (-84.7403098 33.7679851)
3001,6370130051,7369 STONE BLUFF DR,3/29/19,2019,3,2019-3,219000,2018,2076,105.4913295,13097080305,Douglasville,POINT (-84.7419828 33.7792408)
3155,6370130050,7367 STONE BLUFF DR,4/19/19,2019,4,2019-4,237360,2018,2232,106.344086,13097080305,Douglasville,POINT (-84.7417379 33.7793174)
3156,6370130032,6556 BLUFFVIEW DR,4/19/19,2019,4,2019-4,236025,2018,2242,105.2743087,13097080305,Douglasville,POINT (-84.7428397 33.777493)
3166,6471820009,7627 OAKVALE DR,4/18/19,2019,4,2019-4,120000,1987,1364,87.97653959,13097080305,Douglasville,POINT (-84.7413707 33.7702934)
3181,6461820017,6360 HOLBORNE LN,4/15/19,2019,4,2019-4,140000,1991,1200,116.6666667,13097080305,Douglasville,POINT (-84.7390448 33.7751992)
3188,7040130122,7712 AUTRY CIR 522,4/12/19,2019,4,2019-4,68000,2005,1128,60.28368794,13097080305,Douglasville,POINT (-84.7421517 33.7705034)
3241,200150129,6497 E STRICKLAND ST,3/29/19,2019,3,2019-3,209000,1951,4398,47.52160073,13097080305,Douglasville,POINT (-84.7433497 33.754121)
3245,5511820082,7365 STONE BLUFF DR,3/29/19,2019,3,2019-3,249025,2018,2562,97.19945355,13097080305,Douglasville,POINT (-84.7415339 33.7793522)
3246,6370130039,7392 STONE BLUFF DR,3/29/19,2019,3,2019-3,228360,2018,2262,100.9549072,13097080305,Douglasville,POINT (-84.7432885 33.7776426)
3267,6370130017,6569 BLUFFVIEW DR,3/29/19,2019,3,2019-3,285000,2018,3026,94.18374091,13097080305,Douglasville,POINT (-84.7430029 33.7765426)
3270,5451820003,920 TERRACE MILL DR,3/28/19,2019,3,2019-3,182000,2005,1474,123.4735414,13097080305,Douglasville,POINT (-84.7166784 33.7806859)
3272,6370130034,6560 BLUFFVIEW DR,3/28/19,2019,3,2019-3,237025,2018,2406,98.51413134,13097080305,Douglasville,POINT (-84.7429621 33.7771501)
3316,7040130043,6513 SNOWBIRD LN,3/20/19,2019,3,2019-3,110000,2004,1577,69.75269499,13097080305,Douglasville,POINT (-84.7431395 33.768962)
3322,6370130052,7371 STONE BLUFF DR,3/19/19,2019,3,2019-3,238100,2018,2387,99.74863846,13097080305,Douglasville,POINT (-84.7421868 33.7791624)
3342,5561820005,4486 MARONEY MILL RD,3/14/19,2019,3,2019-3,112400,1972,1232,91.23376623,13097080305,Douglasville,POINT (-84.7186786 33.7792918)
3345,6370130055,7385 STONE BLUFF DR,3/14/19,2019,3,2019-3,257850,2018,3015,85.52238806,13097080305,Douglasville,POINT (-84.7430845 33.7785478)
3354,0017015D077,8297 MAX CT,3/8/19,2019,3,2019-3,60000,2001,1296,46.2962963,13097080305,Douglasville,POINT (-84.7460335 33.7540021)
3360,7391820042,7776 MOUNTAIN CREEK WAY,3/7/19,2019,3,2019-3,122000,1988,1216,100.3289474,13097080305,Douglasville,POINT (-84.7400241 33.7671025)
3423,7370130121,6557 SNOWBIRD LN,5/5/20,2020,5,2020-5,124000,2003,1552,79.89690722,13097080305,Douglasville,POINT (-84.742452 33.7671405)
3508,5511820056,7368 STONE BLUFF DR,6/24/20,2020,6,2020-6,266325,2019,2448,108.7928922,13097080305,Douglasville,POINT (-84.7412483 33.7789484)
3534,6370130069,6578 BLUFFVIEW DR,6/18/20,2020,6,2020-6,259990,2019,2642,98.40651022,13097080305,Douglasville,POINT (-84.7445534 33.776565)
3582,7381820039,1480 WYNSONG CT,6/8/20,2020,6,2020-6,190000,2004,1422,133.6146273,13097080305,Douglasville,POINT (-84.734515 33.7676079)
3628,6471820031,7564 LINECREST DR,5/29/20,2020,5,2020-5,175000,1996,1294,135.2395672,13097080305,Douglasville,POINT (-84.7416155 33.7716529)
3650,5511820058,7364 STONE BLUFF DR,5/26/20,2020,5,2020-5,265990,2019,2458,108.2139951,13097080305,Douglasville,POINT (-84.7407994 33.7789729)
3681,6370130011,6581 BLUFFVIEW DR,5/20/20,2020,5,2020-5,249000,2018,2388,104.2713568,13097080305,Douglasville,POINT (-84.744227 33.7762029)
