,Parcel ID,Address,sale_date,year,month,year-month,sale_price,yr_built,square_feet,price_sf,GEOID,Sub_geo,geometry
4096,7281820006,3602 MCKOWN RD,1/23/23,2023,1,2023-1,365000,2022,1767,206.5647991,13097080201,Lithia Springs,POINT (-84.6928126 33.7658904)
4104,2131820011,4033 OLD DOUGLASVILLE RD,1/19/23,2023,1,2023-1,245700,1961,1455,168.8659794,13097080201,Lithia Springs,POINT (-84.6720624 33.8050279)
4110,3301820004,4107 GOLF CIR,1/18/23,2023,1,2023-1,415000,2000,2931,141.5899011,13097080201,Lithia Springs,POINT (-84.7033278 33.795561)
4111,4441820004,4138 BOYD RD,1/18/23,2023,1,2023-1,350000,1968,1736,201.6129032,13097080201,Lithia Springs,POINT (-84.7077579 33.7900294)
4123,3291820003,3989 BIRDIE DR,1/13/23,2023,1,2023-1,335000,1995,1966,170.3967447,13097080201,Lithia Springs,POINT (-84.6992445 33.7950814)
4131,5631820029,950 IVY BROOKE DR,1/12/23,2023,1,2023-1,300000,2003,1474,203.5278155,13097080201,Lithia Springs,POINT (-84.6884222 33.7794751)
4137,7511820010,3615 McKOWN RD,1/10/23,2023,1,2023-1,135000,1970,1453,92.91121817,13097080201,Lithia Springs,POINT (-84.6932006 33.7652324)
4152,4401820004,613 LITTLE RD,1/4/23,2023,1,2023-1,144802,1971,1284,112.7741433,13097080201,Lithia Springs,POINT (-84.6904438 33.7895479)
4166,3561820013,4000 GREYSTONE DR,7/9/18,2018,7,2018-7,256000,1992,2356,108.6587436,13097080201,Lithia Springs,POINT (-84.6996528 33.7923579)
4212,5381820023,7123 CAROLYN CIR,7/12/18,2018,7,2018-7,135000,1968,1080,125.0,13097080201,Lithia Springs,POINT (-84.6875236 33.7819168)
4232,3521820012,4453 MITCHELL MILL RD,6/22/18,2018,6,2018-6,120000,1993,1404,85.47008547,13097080201,Lithia Springs,POINT (-84.7183929 33.7943783)
4246,3281820017,3801 LAKE GREYSTONE RD,6/29/18,2018,6,2018-6,197000,2003,1638,120.2686203,13097080201,Lithia Springs,POINT (-84.6980602 33.7979891)
4322,7271820022,3500 STONE RIDGE DR,7/27/18,2018,7,2018-7,155000,1977,1344,115.327381,13097080201,Lithia Springs,POINT (-84.6898721 33.7681142)
4328,3291820024,3949 BIRDIE DR,7/26/18,2018,7,2018-7,245000,2000,2724,89.94126285,13097080201,Lithia Springs,POINT (-84.6989586 33.7967224)
4330,6381820061,1110 S BURNT HICKORY RD,7/25/18,2018,7,2018-7,162000,2003,2144,75.55970149,13097080201,Lithia Springs,POINT (-84.7036953 33.7758658)
4355,4451820009,4300 BOYD RD,7/19/18,2018,7,2018-7,325000,2004,1945,167.0951157,13097080201,Lithia Springs,POINT (-84.7120244 33.7900597)
4397,6601820006,3284 MCKOWN RD,7/10/18,2018,7,2018-7,95000,1958,1068,88.95131086,13097080201,Lithia Springs,POINT (-84.6836025 33.7717397)
4403,5651820003,3205 MCKOWN RD,7/6/18,2018,7,2018-7,142000,1962,1469,96.66439755,13097080201,Lithia Springs,POINT (-84.6806615 33.7765305)
4489,7281820011,3536 MCKOWN RD,6/22/18,2018,6,2018-6,200000,1993,1727,115.8077591,13097080201,Lithia Springs,POINT (-84.6907093 33.7658654)
4517,7261820019,1379 W STONEYBROOK DR,11/14/22,2022,11,2022-11,193800,1972,1175,164.9361702,13097080201,Lithia Springs,POINT (-84.6836025 33.767736)
4519,7281820049,3574 STONE RIDGE DR,11/17/22,2022,11,2022-11,340000,1980,2097,162.1363853,13097080201,Lithia Springs,POINT (-84.6918937 33.7688756)
4521,2391820006,3895 PURDY DR,11/4/22,2022,11,2022-11,268600,1989,1705,157.5366569,13097080201,Lithia Springs,POINT (-84.6992036 33.800866)
4523,4441820004,4138 BOYD RD,12/7/22,2022,12,2022-12,340000,1968,1736,195.8525346,13097080201,Lithia Springs,POINT (-84.7077579 33.7900294)
4530,3521820006,485 N BURNT HICKORY RD,11/10/22,2022,11,2022-11,180000,1978,1008,178.5714286,13097080201,Lithia Springs,POINT (-84.7200912 33.7928344)
4547,7501820043,1631 N HIGHPOINT DR,12/29/22,2022,12,2022-12,193000,1968,1435,134.4947735,13097080201,Lithia Springs,POINT (-84.6979591 33.764094)
4591,3621820016,6746 SUNSET LN,12/19/22,2022,12,2022-12,285000,1959,1246,228.7319422,13097080201,Lithia Springs,POINT (-84.6751876 33.7910453)
4600,5381820036,7122 CAROLYN CIR,12/16/22,2022,12,2022-12,169000,1968,1400,120.7142857,13097080201,Lithia Springs,POINT (-84.6869518 33.7818922)
4623,7281820012,1443 TALL PINES DR,12/12/22,2022,12,2022-12,235000,1979,1909,123.1011001,13097080201,Lithia Springs,POINT (-84.6917712 33.7662591)
4662,2161820017,85 SHEPHERD DR,12/2/22,2022,12,2022-12,384900,2000,2281,168.7417799,13097080201,Lithia Springs,POINT (-84.6848075 33.8035757)
4664,5371820010,4379 PARKVIEW DR,12/2/22,2022,12,2022-12,345000,1969,1499,230.1534356,13097080201,Lithia Springs,POINT (-84.6823567 33.7832828)
4710,7291820007,1465 E HIGHPOINT DR,11/22/22,2022,11,2022-11,185000,1968,1075,172.0930233,13097080201,Lithia Springs,POINT (-84.6968298 33.7658973)
4727,3561820013,4000 GREYSTONE DR,11/18/22,2022,11,2022-11,420000,1992,2356,178.2682513,13097080201,Lithia Springs,POINT (-84.6996528 33.7923579)
4733,5401820025,946 EDGEWOOD LN,11/18/22,2022,11,2022-11,280000,2001,1735,161.3832853,13097080201,Lithia Springs,POINT (-84.6969168 33.782059)
4759,2161820008,12 SHEPHERD DR,11/8/22,2022,11,2022-11,327000,1999,2363,138.3834109,13097080201,Lithia Springs,POINT (-84.6840723 33.8052841)
4821,4601820005,780 WALKINGSTICK DR,4/23/18,2018,4,2018-4,170000,2003,1577,107.7996195,13097080201,Lithia Springs,POINT (-84.7031645 33.7852422)
4836,4381820009,6840 TRALEE DR,3/29/18,2018,3,2018-3,100000,1965,1352,73.96449704,13097080201,Lithia Springs,POINT (-84.6845828 33.7889262)
4850,5371820046,4433 CANARY CT,4/16/18,2018,4,2018-4,165000,1969,1791,92.12730318,13097080201,Lithia Springs,POINT (-84.6840518 33.7823767)
4904,4361820024,6766 SUNSET LN,3/21/18,2018,3,2018-3,93000,1958,1494,62.24899598,13097080201,Lithia Springs,POINT (-84.6750651 33.7904744)
4924,3341820013,382 N BURNT HICKORY RD,4/2/18,2018,4,2018-4,75000,1961,2066,36.30203291,13097080201,Lithia Springs,POINT (-84.7208013 33.7955254)
4937,3521820036,4408 LAMAR DR,3/30/18,2018,3,2018-3,130000,1995,1338,97.15994021,13097080201,Lithia Springs,POINT (-84.716066 33.7937133)
4947,2441820008,6395 UNION GROVE RD,4/16/18,2018,4,2018-4,350000,2007,2400,145.8333333,13097080201,Lithia Springs,POINT (-84.6791093 33.8009595)
4977,4451820004,664 N BURNT HICKORY RD,4/27/18,2018,4,2018-4,179000,1953,1482,120.782726,13097080201,Lithia Springs,POINT (-84.71557 33.7881519)
5008,4621820030,775 MCKENNEY LN,4/23/18,2018,4,2018-4,79300,1966,1125,70.48888889,13097080201,Lithia Springs,POINT (-84.6984686 33.7847798)
5027,4631820002,3642 ROGERS DR,4/18/18,2018,4,2018-4,155000,1967,1156,134.083045,13097080201,Lithia Springs,POINT (-84.6937315 33.7852728)
5047,6341820023,3375 HUNTINGTON CT,4/12/18,2018,4,2018-4,146500,1989,1182,123.9424704,13097080201,Lithia Springs,POINT (-84.6867884 33.7729646)
5104,3291820018,387 GREYSTONE LN,3/27/18,2018,3,2018-3,258000,2000,2724,94.71365639,13097080201,Lithia Springs,POINT (-84.7017762 33.7951029)
5107,5411820013,840 BRIARWOOD TRL,3/27/18,2018,3,2018-3,129900,1967,1025,126.7317073,13097080201,Lithia Springs,POINT (-84.6993261 33.782641)
5207,4591820004,800 N BURNT HICKORY RD,10/12/18,2018,10,2018-10,277500,1987,1790,155.027933,13097080201,Lithia Springs,POINT (-84.7102076 33.7849999)
5223,4371820007,3161 GAIL CT,9/26/18,2018,9,2018-9,146900,1974,1725,85.15942029,13097080201,Lithia Springs,POINT (-84.6784965 33.7887513)
5262,4381820007,6818 TRALEE DR,9/18/18,2018,9,2018-9,170000,1965,2212,76.85352622,13097080201,Lithia Springs,POINT (-84.6845828 33.7894483)
5316,3561820019,495 GREYSTONE LN,9/13/18,2018,9,2018-9,213500,2000,1865,114.4772118,13097080201,Lithia Springs,POINT (-84.7027562 33.7919688)
5389,4641820020,6960 DEBBIE LN,9/28/18,2018,9,2018-9,154900,1969,2048,75.63476563,13097080201,Lithia Springs,POINT (-84.6874011 33.7860451)
5402,6371820040,4002 SPRING TER,9/28/18,2018,9,2018-9,177000,1994,1448,122.2375691,13097080201,Lithia Springs,POINT (-84.703042 33.7761425)
5413,5361820014,4319 PARKVIEW DR,9/27/18,2018,9,2018-9,150000,1968,1808,82.96460177,13097080201,Lithia Springs,POINT (-84.6804792 33.7832601)
5419,5371820056,7100 BLUEBIRD LN,9/26/18,2018,9,2018-9,162500,1973,1821,89.23668314,13097080201,Lithia Springs,POINT (-84.6852976 33.782365)
5423,5381820020,7155 CAROLYN CIR,9/25/18,2018,9,2018-9,133000,1969,1405,94.66192171,13097080201,Lithia Springs,POINT (-84.6875849 33.7810709)
5429,3561820025,436 GREYSTONE LN,9/24/18,2018,9,2018-9,200000,1994,1915,104.4386423,13097080201,Lithia Springs,POINT (-84.6999182 33.7940444)
5463,7281820004,3636 MCKOWN RD,9/17/18,2018,9,2018-9,159900,1975,1793,89.18014501,13097080201,Lithia Springs,POINT (-84.6938132 33.765868)
5478,3251820005,303 COOK DR,9/11/18,2018,9,2018-9,149900,1984,1824,82.18201754,13097080201,Lithia Springs,POINT (-84.6849709 33.7972311)
5528,4371820031,541 PATTY CT,6/12/18,2018,6,2018-6,189900,1976,1590,119.4339623,13097080201,Lithia Springs,POINT (-84.6794769 33.7908385)
5557,6561820040,3973 RUBY WAY,5/24/18,2018,5,2018-5,315100,2003,2344,134.4283276,13097080201,Lithia Springs,POINT (-84.7029399 33.7712859)
5597,7261820032,3399 MCKOWN RD,5/15/18,2018,5,2018-5,182000,2002,1548,117.5710594,13097080201,Lithia Springs,POINT (-84.6852364 33.766196)
5685,4431820013,702 BUTTONWOOD CT,6/1/18,2018,6,2018-6,147000,2003,1530,96.07843137,13097080201,Lithia Springs,POINT (-84.7041853 33.7874615)
5687,3281820025,3760 BENNETT TRL,6/1/18,2018,6,2018-6,237500,2003,1934,122.8024819,13097080201,Lithia Springs,POINT (-84.6970802 33.7957717)
5699,7271820026,3460 STONE RIDGE DR,5/31/18,2018,5,2018-5,129900,1977,1400,92.78571429,13097080201,Lithia Springs,POINT (-84.688994 33.7672714)
5739,3531820020,4394 LAMAR DR,5/25/18,2018,5,2018-5,175000,1995,1395,125.4480287,13097080201,Lithia Springs,POINT (-84.7149944 33.7938959)
5749,4431820008,4012 BOYD RD,5/24/18,2018,5,2018-5,185000,1978,1602,115.4806492,13097080201,Lithia Springs,POINT (-84.7032666 33.7887928)
5887,7501820003,1496 E HIGHPOINT DR,5/17/19,2019,5,2019-5,115000,1968,1300,88.46153846,13097080201,Lithia Springs,POINT (-84.6966297 33.7648008)
5890,6601820030,3300 STONEYBROOK DR,5/15/19,2019,5,2019-5,102000,1971,1835,55.58583106,13097080201,Lithia Springs,POINT (-84.6835617 33.7695185)
5949,6561820014,1200 TWELVE OAKS DR,5/28/19,2019,5,2019-5,329900,2003,2682,123.00522,13097080201,Lithia Springs,POINT (-84.699612 33.7724271)
5952,4421820005,4851 BEN HILL RD,5/28/19,2019,5,2019-5,259000,1972,3408,75.99765258,13097080201,Lithia Springs,POINT (-84.701046 33.787911)
5953,4601820062,3980 EVENING SHADE DR,5/28/19,2019,5,2019-5,185000,2004,1534,120.5997392,13097080201,Lithia Springs,POINT (-84.7034911 33.7868226)
6032,4401820005,591 LITTLE RD,5/10/19,2019,5,2019-5,146800,1946,1457,100.754976,13097080201,Lithia Springs,POINT (-84.690288 33.7899129)
6124,6601820012,3345 MCKOWN RD,9/28/21,2021,9,2021-9,195400,1970,1056,185.0378788,13097080201,Lithia Springs,POINT (-84.6846645 33.7710891)
6144,3611820016,526 BOULDER PARK DR,9/28/21,2021,9,2021-9,279800,1977,1520,184.0789474,13097080201,Lithia Springs,POINT (-84.6804164 33.7913575)
6199,3251820016,6481 COOK DR,9/30/21,2021,9,2021-9,300000,1977,1739,172.5129385,13097080201,Lithia Springs,POINT (-84.6848892 33.7976626)
6200,3331820031,283 TIMBER LAKE CIR,9/30/21,2021,9,2021-9,197000,1971,1636,120.4156479,13097080201,Lithia Springs,POINT (-84.7172499 33.797027)
6217,6571820005,1308 WINDSOR GLEN DR,9/29/21,2021,9,2021-9,371000,1967,2650,140.0,13097080201,Lithia Springs,POINT (-84.6982236 33.7699305)
6283,6601820016,3293 STONEYBROOK DR,9/21/21,2021,9,2021-9,247500,1970,1575,157.1428571,13097080201,Lithia Springs,POINT (-84.6833575 33.7709894)
6333,6361820007,3860 SPIVEY DR,9/13/21,2021,9,2021-9,362000,2005,1774,204.0586246,13097080201,Lithia Springs,POINT (-84.6974069 33.7753352)
6340,6371820010,3962 SPIVEY DR,9/10/21,2021,9,2021-9,250000,1993,1939,128.9324394,13097080201,Lithia Springs,POINT (-84.7014903 33.7750316)
6419,6331820032,1071 COUNTRY PARK DR,1/18/18,2018,1,2018-1,129900,1988,1182,109.8984772,13097080201,Lithia Springs,POINT (-84.6856856 33.7758763)
6455,4601820013,860 WALKINGSTICK DR,2/8/18,2018,2,2018-2,160212,2003,1539,104.1013645,13097080201,Lithia Springs,POINT (-84.7048386 33.7842696)
6470,7501820039,1590 W HIGHPOINT DR,2/16/18,2018,2,2018-2,74900,1968,1435,52.19512195,13097080201,Lithia Springs,POINT (-84.6982848 33.7636009)
6511,7281820029,3620 STONE RIDGE TRL,2/28/18,2018,2,2018-2,205000,1977,1854,110.5717368,13097080201,Lithia Springs,POINT (-84.6934456 33.7677671)
6519,2171820008,4611 OLD DOUGLASVILLE RD,2/28/18,2018,2,2018-2,174900,1978,1276,137.0689655,13097080201,Lithia Springs,POINT (-84.6883405 33.8045759)
6567,4621820006,3710 ROGERS DR,2/14/18,2018,2,2018-2,115000,1966,1125,102.2222222,13097080201,Lithia Springs,POINT (-84.6969577 33.7858028)
6570,5411820012,830 WEXFORD DR,2/12/18,2018,2,2018-2,129000,1967,1312,98.32317073,13097080201,Lithia Springs,POINT (-84.6993261 33.7829456)
6579,4581820037,716 W SPRING DR,2/9/18,2018,2,2018-2,57000,1969,1104,51.63043478,13097080201,Lithia Springs,POINT (-84.712106 33.7864953)
6636,3621820001,4060 BEN HILL RD,1/25/18,2018,1,2018-1,90200,1946,1031,87.48787585,13097080201,Lithia Springs,POINT (-84.6724709 33.7940825)
6734,3331820031,283 TIMBER LAKE CIR,9/1/20,2020,9,2020-9,160000,1971,1636,97.799511,13097080201,Lithia Springs,POINT (-84.7172499 33.797027)
6745,6601820047,3363 MCKOWN RD,9/3/20,2020,9,2020-9,138000,1967,1992,69.27710843,13097080201,Lithia Springs,POINT (-84.6858082 33.770529)
6843,4621820003,3760 ROGERS DR,9/18/20,2020,9,2020-9,165000,1974,1571,105.0286442,13097080201,Lithia Springs,POINT (-84.6978969 33.7853645)
6849,4431820012,703 BUTTONWOOD CT,9/16/20,2020,9,2020-9,200000,2003,1239,161.4205004,13097080201,Lithia Springs,POINT (-84.7044996 33.7873502)
6858,2161820018,73 SHEPHERD DR,9/15/20,2020,9,2020-9,228900,2001,1767,129.5415959,13097080201,Lithia Springs,POINT (-84.6847462 33.8039428)
6862,7261820032,3399 MCKOWN RD,9/15/20,2020,9,2020-9,230000,2002,1548,148.5788114,13097080201,Lithia Springs,POINT (-84.6852364 33.766196)
6883,2421820006,6444 BROWNSVILLE RD,9/10/20,2020,9,2020-9,179900,1931,1980,90.85858586,13097080201,Lithia Springs,POINT (-84.6877687 33.7985913)
7038,4611820023,710 WALKINGSTICK DR,10/29/21,2021,10,2021-10,204562,2003,1483,137.9379636,13097080201,Lithia Springs,POINT (-84.702062 33.7865003)
7062,5371820032,4426 BLUEBIRD LN,10/27/21,2021,10,2021-10,200100,1977,1206,165.920398,13097080201,Lithia Springs,POINT (-84.6836842 33.7808379)
7075,3291820005,4000 BIRDIE DR,10/25/21,2021,10,2021-10,305000,2000,2199,138.6994088,13097080201,Lithia Springs,POINT (-84.7000612 33.7951599)
7077,5411820024,3922 RILEY RD,10/25/21,2021,10,2021-10,60000,1945,1024,58.59375,13097080201,Lithia Springs,POINT (-84.7001095 33.7802895)
7084,6371820020,1179 JONQUIL WAY,10/25/21,2021,10,2021-10,269000,1995,1638,164.2246642,13097080201,Lithia Springs,POINT (-84.7010003 33.7732699)
7096,4621820008,3718 ROGERS DR,10/22/21,2021,10,2021-10,125000,1966,1605,77.88161994,13097080201,Lithia Springs,POINT (-84.6963043 33.7857748)
7109,7281820010,1458 TALL PINES DR,10/21/21,2021,10,2021-10,310000,1975,1686,183.8671412,13097080201,Lithia Springs,POINT (-84.6911144 33.7659222)
7162,4631820006,3588 ROGERS DR,10/13/21,2021,10,2021-10,264900,1966,1984,133.5181452,13097080201,Lithia Springs,POINT (-84.6918529 33.7852356)
7197,5651820002,4262 RILEY RD,10/8/21,2021,10,2021-10,185000,1954,1930,95.85492228,13097080201,Lithia Springs,POINT (-84.6788642 33.7776716)
7221,3591820002,4631 BEN HILL RD,10/4/21,2021,10,2021-10,232000,1972,1540,150.6493506,13097080201,Lithia Springs,POINT (-84.6892799 33.7943056)
7243,6561820036,3922 RUBY WAY,2/14/20,2020,2,2020-2,265000,2001,2551,103.880831,13097080201,Lithia Springs,POINT (-84.7017149 33.7708852)
7251,4371820049,3300 BEULAH RIDGE,1/30/20,2020,1,2020-1,226240,2019,2258,100.1948627,13097080201,Lithia Springs,POINT (-84.679216 33.787587)
7296,5371820061,7162 BLUEBIRD LN,2/10/20,2020,2,2020-2,170900,1971,1815,94.15977961,13097080201,Lithia Springs,POINT (-84.6855371 33.7809849)
7306,4371820048,3310 BEULAH RIDGE,2/12/20,2020,2,2020-2,225000,2019,2052,109.6491228,13097080201,Lithia Springs,POINT (-84.6798037 33.7875893)
7308,5371820026,4397 BLUEBIRD LN,2/20/20,2020,2,2020-2,152000,1974,1610,94.40993789,13097080201,Lithia Springs,POINT (-84.682755 33.7812875)
7323,2181820004,6138 BROWNSVILLE RD,2/11/20,2020,2,2020-2,95000,1979,1600,59.375,13097080201,Lithia Springs,POINT (-84.6931189 33.8051292)
7346,4581820036,706 W SPRING DR,2/28/20,2020,2,2020-2,107000,1969,1636,65.40342298,13097080201,Lithia Springs,POINT (-84.7122489 33.7867407)
7355,5371820012,4359 PARKVIEW DR,2/28/20,2020,2,2020-2,159900,1969,1580,101.2025316,13097080201,Lithia Springs,POINT (-84.6816215 33.7832512)
7404,2441820004,6357 UNION GROVE RD,2/21/20,2020,2,2020-2,200000,1961,1467,136.3326517,13097080201,Lithia Springs,POINT (-84.677557 33.8005012)
7434,5361820018,4275 PARKVIEW DR,2/14/20,2020,2,2020-2,208000,1968,1958,106.2308478,13097080201,Lithia Springs,POINT (-84.6789459 33.7832883)
7476,4371820047,3320 BEULAH RIDGE,2/4/20,2020,2,2020-2,227990,2019,2300,99.12608696,13097080201,Lithia Springs,POINT (-84.6799671 33.7873788)
7485,4661820047,3321 BEULAH RIDGE,1/31/20,2020,1,2020-1,226990,2019,2258,100.5270151,13097080201,Lithia Springs,POINT (-84.6790684 33.7872531)
7486,6561820015,1205 TWELVE OAKS DR,1/31/20,2020,1,2020-1,360000,2004,2415,149.068323,13097080201,Lithia Springs,POINT (-84.6999746 33.7725711)
7488,4661820045,3301 BEULAH RIDGE,1/31/20,2020,1,2020-1,227990,2019,2300,99.12608696,13097080201,Lithia Springs,POINT (-84.6788233 33.7873731)
7503,4661820048,3331 BEULAH RIDGE,1/31/20,2020,1,2020-1,229490,2019,2278,100.7418788,13097080201,Lithia Springs,POINT (-84.6794361 33.7868773)
7507,4661820046,3311 BEULAH RIDGE,1/30/20,2020,1,2020-1,220150,2019,2036,108.1286837,13097080201,Lithia Springs,POINT (-84.679014 33.787142)
7531,2441820006,6347 UNION GROVE RD,1/24/20,2020,1,2020-1,190000,1966,1608,118.159204,13097080201,Lithia Springs,POINT (-84.6770259 33.8006523)
7540,4621820015,3681 ROGERS DR,1/22/20,2020,1,2020-1,159900,1967,1250,127.92,13097080201,Lithia Springs,POINT (-84.6952833 33.7849043)
7553,7271820019,3521 STONE RIDGE DR,1/17/20,2020,1,2020-1,150000,1978,1384,108.3815029,13097080201,Lithia Springs,POINT (-84.690015 33.7687949)
7571,5391820009,905 RILEY FARM LN,1/13/20,2020,1,2020-1,153500,2000,1338,114.7234679,13097080201,Lithia Springs,POINT (-84.6927513 33.7814451)
7614,4641820047,4529 CLARE LN,8/10/21,2021,8,2021-8,179900,1968,1184,151.9425676,13097080201,Lithia Springs,POINT (-84.6865842 33.7870978)
7634,5371820030,4410 BLUEBIRD LN,8/6/21,2021,8,2021-8,179000,1977,1206,148.4245439,13097080201,Lithia Springs,POINT (-84.6828673 33.7808463)
7635,5371820034,3340 RILEY RD,8/27/21,2021,8,2021-8,90000,1974,2112,42.61363636,13097080201,Lithia Springs,POINT (-84.6841335 33.7802916)
7637,6341820004,3410 SADDLETON WAY,8/16/21,2021,8,2021-8,200000,1990,1224,163.3986928,13097080201,Lithia Springs,POINT (-84.6878912 33.774361)
7675,3251820021,311 COOK DR,8/31/21,2021,8,2021-8,304500,2000,1699,179.2230724,13097080201,Lithia Springs,POINT (-84.6849913 33.7966881)
7689,4371820017,3176 GAIL CT,8/24/21,2021,8,2021-8,194250,1977,1592,122.0163317,13097080201,Lithia Springs,POINT (-84.6791093 33.7889953)
7724,3331820038,4342 N HICKORY LN,8/31/21,2021,8,2021-8,240000,1988,1680,142.8571429,13097080201,Lithia Springs,POINT (-84.7173315 33.7958123)
7733,5651820017,3181 MCKOWN RD,8/30/21,2021,8,2021-8,232000,1974,2175,106.6666667,13097080201,Lithia Springs,POINT (-84.6797629 33.7773622)
7740,3251820002,4385 BEN HILL RD,8/27/21,2021,8,2021-8,215000,1964,1537,139.8828887,13097080201,Lithia Springs,POINT (-84.6819278 33.7960343)
7766,7291820048,1348 WINDSOR GLEN DR,8/25/21,2021,8,2021-8,330000,1998,1804,182.9268293,13097080201,Lithia Springs,POINT (-84.6981827 33.7686232)
7786,5391820029,910 RILEY FARM LN,8/20/21,2021,8,2021-8,266000,2000,1843,144.3298969,13097080201,Lithia Springs,POINT (-84.6922204 33.7814223)
7839,4601820039,3985 EVENING SHADE DR,8/13/21,2021,8,2021-8,295000,2003,1584,186.2373737,13097080201,Lithia Springs,POINT (-84.7041036 33.7864137)
7861,3251820010,270 COOK DR,8/12/21,2021,8,2021-8,194000,1973,1680,115.4761905,13097080201,Lithia Springs,POINT (-84.6842152 33.7980905)
7869,2411820002,6302 BROWNSVILLE RD,8/12/21,2021,8,2021-8,252500,2006,1684,149.9406176,13097080201,Lithia Springs,POINT (-84.6902192 33.8015679)
7903,3591820003,4621 BEN HILL RD,8/5/21,2021,8,2021-8,187000,1971,1400,133.5714286,13097080201,Lithia Springs,POINT (-84.688994 33.7943803)
7941,5361820028,4349 PARKVIEW DR,11/17/21,2021,11,2021-11,247000,1990,1292,191.1764706,13097080201,Lithia Springs,POINT (-84.6813279 33.7832231)
7973,6341820039,1055 IVY BROOKE DR,11/18/21,2021,11,2021-11,273000,2003,1442,189.3203883,13097080201,Lithia Springs,POINT (-84.6898108 33.7752703)
8034,5431820012,844 N BURNT HICKORY RD,11/9/21,2021,11,2021-11,172000,1986,1207,142.5020713,13097080201,Lithia Springs,POINT (-84.7103505 33.7828521)
8066,2431820004,6380 COOK DR,11/23/21,2021,11,2021-11,400000,1999,1264,316.4556962,13097080201,Lithia Springs,POINT (-84.682275 33.7992034)
8090,7271820011,3431 STONE RIDGE DR,11/19/21,2021,11,2021-11,297000,1978,1400,212.1428571,13097080201,Lithia Springs,POINT (-84.6881771 33.767715)
8105,5621820028,960 WALKER PLACE DR,11/18/21,2021,11,2021-11,230000,1987,1305,176.2452107,13097080201,Lithia Springs,POINT (-84.6934656 33.7795683)
8106,5631820020,3410 SWAN DR,11/18/21,2021,11,2021-11,245000,2003,1442,169.9029126,13097080201,Lithia Springs,POINT (-84.6871969 33.7769421)
8117,5431820006,4178 MARONEY MILL RD,11/16/21,2021,11,2021-11,249100,1987,1954,127.482088,13097080201,Lithia Springs,POINT (-84.7085133 33.7835132)
8142,6561820040,3973 RUBY WAY,11/12/21,2021,11,2021-11,430000,2003,2344,183.447099,13097080201,Lithia Springs,POINT (-84.7029399 33.7712859)
8155,4581820039,736 W SPRING DR,11/12/21,2021,11,2021-11,175000,1969,1544,113.3419689,13097080201,Lithia Springs,POINT (-84.7124735 33.7859453)
8189,4641820001,4514 CLARE LN,11/5/21,2021,11,2021-11,200000,1967,1040,192.3076923,13097080201,Lithia Springs,POINT (-84.6861349 33.7865999)
8194,2161820019,51 SHEPHERD DR,11/5/21,2021,11,2021-11,359900,2001,2604,138.2104455,13097080201,Lithia Springs,POINT (-84.6847054 33.8042891)
8244,3331820010,246 TIMBER LAKE CIR,3/14/22,2022,3,2022-3,249500,1971,1595,156.4263323,13097080201,Lithia Springs,POINT (-84.7181888 33.7980243)
8287,7271820017,3501 STONE RIDGE DR,3/30/22,2022,3,2022-3,289500,1978,1398,207.0815451,13097080201,Lithia Springs,POINT (-84.6894432 33.7684657)
8299,6601820041,3320 STONEYBROOK DR,3/29/22,2022,3,2022-3,250000,1970,1075,232.5581395,13097080201,Lithia Springs,POINT (-84.6842561 33.7705058)
8327,3611820016,526 BOULDER PARK DR,3/24/22,2022,3,2022-3,309500,1977,1520,203.6184211,13097080201,Lithia Springs,POINT (-84.6804164 33.7913575)
8368,5391820040,3577 ONLEY LN,3/18/22,2022,3,2022-3,289000,2001,1760,164.2045455,13097080201,Lithia Springs,POINT (-84.6922613 33.783034)
8384,3251820021,311 COOK DR,3/16/22,2022,3,2022-3,352500,2000,1699,207.4749853,13097080201,Lithia Springs,POINT (-84.6849913 33.7966881)
8385,4641820022,6982 DEBBIE LN,3/16/22,2022,3,2022-3,244000,1968,1040,234.6153846,13097080201,Lithia Springs,POINT (-84.6874419 33.7854812)
8397,2391820003,3893 PURDY DR,3/14/22,2022,3,2022-3,131000,1984,1680,77.97619048,13097080201,Lithia Springs,POINT (-84.6997753 33.8008905)
8398,5391820019,862 WOODSIDE DR,3/14/22,2022,3,2022-3,323500,2000,1686,191.8742586,13097080201,Lithia Springs,POINT (-84.6906276 33.7823982)
8409,4651820038,4375 CLARE LN,3/11/22,2022,3,2022-3,149450,1966,1352,110.5399408,13097080201,Lithia Springs,POINT (-84.681887 33.7868958)
8410,7261820028,1402 W STONEYBROOK DR,3/11/22,2022,3,2022-3,328000,2002,2314,141.7458946,13097080201,Lithia Springs,POINT (-84.6843139 33.767097)
8423,3251820007,4455 BEN HILL RD,3/10/22,2022,3,2022-3,248500,1972,1529,162.5245258,13097080201,Lithia Springs,POINT (-84.6843173 33.7957238)
8583,6381820054,4050 SPIVEY DR,7/30/19,2019,7,2019-7,149000,1999,1652,90.1937046,13097080201,Lithia Springs,POINT (-84.7043486 33.7755892)
8606,3521820008,528 N BURNT HICKORY RD,7/26/19,2019,7,2019-7,205000,1985,1750,117.1428571,13097080201,Lithia Springs,POINT (-84.7188419 33.7922656)
8613,2441820008,6395 UNION GROVE RD,7/25/19,2019,7,2019-7,433000,2007,2400,180.4166667,13097080201,Lithia Springs,POINT (-84.6791093 33.8009595)
